Name,step-1,step-2,step-3,step-4,step-5,step-6,step-7,step-8,step-9,step-10,step-11,step-12,step-13,step-14,step-15,step-16,step-17,step-18,step-19,step-20,step-21,step-22,step-23,step-24,step-25,step-26,step-27,step-28,step-29,step-30,step-31,step-32,step-33,step-34,step-35,step-36,step-37,step-38,step-39,step-40,step-41,step-42,step-43,step-44,step-45
Greek Lemon Potatoes,Finally sprinkle with the chopped  parsley,Place the 4 or 5 chunks of margarine on top of rice,Cut the potatoes into bite sized  chunks and put them in a large ovenproof dish,Stir every now and then during  cooking to coat with the herby oil,Stir well,"top with meat sauce, but leave a border of pasta visible around the edges",Cool completely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lentil Dal,Grease hot pan or griddle with butter,saute 1 minute,"Add onion, ginger, cumin, turmeric, red peppers, and garlic","In another dish, melt the butter in the microwave and then dip chicken in Butter","Stir in lime  juice, cilantro, and salt",Saute 2 minutes,Add cauliflower and tomatoes,Spread the nuts in a single layer onto the baking sheet,Cut a stencil out of a plastic coffee can lid in the shape of a 3-inch disk,"Combine all ingredients in large bowl, mix well",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Crepes II,Spoon in 2 Tbsp batter,Combine all ingredients in a blender,lift and tilt skillet to spread evenly,Stir in white wine and simmer for 5 minutes more,Heat oil in a Dutch oven over medium high heat,"To remove, invert pan over paper toweling",brown on one side only,Whirl one minute,Place chicken (meat side down- bone side up) in single layer in 9x13 buttered dish,"Rub over salmon fillet, covering both sides, pressing seasonings down into flesh",Place stewed tomatoes in a saucepan,Add ground beef to skillet and brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maple Salmon,Take ovenproof bowls (I use over-sized coffee mugs) and place 0.125 cup of cheese in bottom of each bowl,Marinate the 2 salmon fillets in mixture of 1/3 cup maple syrup and 1/4 cup of soy sauce for at least 2 hours in the refrigerator,"In a bowl, mix flour and soda together","Broil the fillets in a lightly oiled pan for about four minutes, skin side up",Flip the fillets over and brush the flesh side liberally with the reduced marinade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colcannon,Toss apples with lemon juice,garnish with parsley if desired,Remove from refrigerator,"Add leeks with the milk, and cooked kale",Top with melted butter,Blend well and let sit 2 hours to overnight in the fridge,Set aside and cover to keep it warm,drain on paper towel then place in a large ungreased casserole dish,Place in an oven-proof dish,Drain kale and cool a bit before chopping it finely,"Season with mace, salt and pepper",Drain your bacon on paper towels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Breasts in Phyllo,Season with salt and pepper to taste,Let cool in a bowl,"Just before mixing in to vegetables and/or meat, whisk the mixture one more time",Pour the boiling water over the TVP and let stand until softened,"Bake for 35 minutes, or until browned","Fold up the sides of the phyllo over the chicken, envelope style","For gravy, combine enchilada sauce, beef gravy, and the other half of tomatoes, and heat until almost boiling","In same skillet melt remaining butter with olive oil and saute chicken until lightly browned, about 1 minute per side",Remove from heat,saute the onion until golden,Put 1/4 of the mushroom mixture and 1/4 of the feta over the chicken,"In large bowl, cream 1 cup butter and brown sugar till fluffy",In casserole mix together everything,"In a heavy saucepan, combine chocolate chips, condensed milk and the 2 tablespoons butter",butter and sprinkle with bread crumbs,Slice tops of of the potatoes and scoop out,Place a chicken breast in the lower half of the phyllo,Stir over medium heat until thickened,Stir in the flour and blend well,"In bowl, pour milk over rolled oats",Heat the bacon drippings in a frying pan and add the tomatoes,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Satay With Peanut Sauce,Pour into two greased loaf pans,",",Place 1 cup cucumber and next 10 ingredients (through tomatoes) in blender or food processor and puree (leave some chunks),Cut chicken into 1 inch (2.5 cm) cubes,Place skewers in prepared pan,Serve with remaining peanut sauce,Set 3 tablespoons (45 mL) aside,Turn over and brush with the remaining 1-1/2 tablespoons (20 mL) sauce,Preheat oven to 425 degrees Fahrenheit (220 degrees Celsius),"After the macaroni is cooked, while it is still hot, and has been drained, drizzle with oil and vinegar",Melt the butter and add the Italian seasoning,Walk away!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy Hash Browns,Place potatoes in a single layer on a cookie sheet coated with cooking spray,Turn occasionally,"Combine olive oil, paprika, chili powder, salt, red peppers, and black pepper in a large bowl",Remove it from pan,Preheat oven to 400 degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corn and Potato Chowder,"On a large roasting pan or baking sheet, place the halves together to resemble a butterfly",Add potato and bell pepper and saute 1  minute,"Mix water, lemon pepper and cumin seed in large saucepan and heat to a boil","Serve garnished  with strawberry halves or mint leaves, if desired","Reduce heat and simmer until vegetables are tender and soup thickens slightly, stirring occasionally, about 15 minutes","Add creamed corn, fresh or frozen corn kernels, and 1 tablespoon thyme (or 1 teaspoon dried thyme) to soup",Coat a 9\,"Add onion and cook until tender, stirring occasionally, for about 8 minutes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gray Girls' Easy Chicken Fingers,Bake for 15-20 minutes at 400F,Dip chicken in the salad dressing and then in the smashed crackers!,"(If grating by hand, pick out grated fingernails from potatoes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greek Mushroom Salad,Cool on wire rack,"To serve, top with remaining berries","Sprinkle in garlic and basil, then toss the mixture for a minute or two so that mushrooms are well coated","Add the tomato, lemon juice, water, salt, and pepper",Toss well together,Garnish with chopped herbs,"Heat the oil on low in a frying pan, then gently fry the mushrooms for 2-3 minutes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baked Creamed Potatoes,"During cooking, occasionally wash down crystals from sides of pan","Add this to the onions in the pan and cook, stirring, until slightly thickened",season with salt and pepper,Bake in a moderate oven 20 - 30 minutes or until golden on top,"Mash until smooth, mix with mayonnaise, sour cream, milk, lightly beaten eggs, mustard and parsley",Spoon fill each egg and sprinkle with Paprika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grilled Bell Peppers,",",Turn peppers and grill until inner side is done,Stirring occasionally,"Stir in green onions, curry powder, cayenne pepper and salt",Brush both sides of the strips with good olive oil,Season LIGHTLY with salt and freshly ground black pepper,"Place  skin side down on hot grill, until skin blisters and peppers soften",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garlic Cauliflower,"Saute next 4 ingredients 2-3 minutes, stirring frequently","Add stock, cover skillet and cook another 3-4 minutes or until cauliflower is tender",Stir in potatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
German Potato-Cheese Soup,Let stand 10 minutes before serving,Mix all sauce ingredients in a large bowl,Let soup sit for 15 minutes before serving,Refrigerate overnight,",",Reduce heat and simmer for 15 minutes or until vegetables are tender,"Cream butter, sugar, egg and flavoring",Refrigerate any unused portion,"In a large cooking pot, add water, chicken broth,  chicken soup base, black pepper, carrots, potatoes, onions and bring to boil",Preheat the oven to 200° C,"This soup is very rich, but good","Add celery, sweet red pepper and simmer for 5 minutes more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden Baked Fish,Beat egg white with salt if desired until stiff peaks form,Cut in butter until fine crumbs,Place wings on broiler pan,Place fish in a greased 13-in X 9-in x 2 baking dish,"Stir in flour and cook for 5 minutes, stirring constantly",Bake uncovered at 425 degrees for 15 to 20 minutes or until topping is puffed and golden and fish flakes easily with a fork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greek Low-Fat Red Pepper Feta Dip,(Dip can be refrigerated in airtight container for up to 5 days,"In blender or food processor, puree together peppers, feta cheese, vinegar, sugar and cayenne",Preheat the oven to 400° F,Let cool,Serve over ice if desired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corn Dogs,Mix all ingredients and pour into greased 9X13 pan,"Add chopped chilies, beef broth and salt and mix well",Pat hot dogs dry,"Fry until golden brown, about 5-6 minutes",mix well,Drain,"Meanwhile, heat oil to 375 degrees F",Stir in milk to make a thick batter,Preheat oven to 375°F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fried Green Tomatoes,Remove each batch to oven proof platter and  keep in oven until all tomatoes are cooked,Or add 1/2 cup light cream or dairy half and half to skillet,"Sprinkle sliced tomatoes with sugar, let stand about 15 minutes",Remove Pizzelle carefully with a fork and lay on flat surface till cool,Cover and cook on low 6-7 hours or until juices are clear when thick part of chicken is pierced with a knife,"Love, Mom",",",Brown  tomatoes  slowly on both sides,Melt 2 tbsp  butter in skillet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corn, Onion and Corn Rolls",Place chicken in crock pot,Heat in double boiler until you reach desired consistency,Bake in pre-heated oven 200 C for 15-20 minutes or until golden brown,Roll up and secure with a toothpick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacon and Potato Pie,Add coconut and cornflakes,Melt dripping in shallow pan,Add flour,Stir gently and serve with green veggies,Serve meat on French rolls with broth in small cups for dipping,Shape into 48 tiny balls (about 1-inch each in size),Pour mixture in,Bake at 400 F for 3/4 hour,"Trim bacon, chop finely",",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragrant Lamb Stew with Dried Fruits,Heat olive oil in bottom of 4 to 5 quart  heavy-bottomed Dutch oven,"Add tomatoes and cook for 5 minutes, stirring gently","Lower heat, then add the tomatoes, balsamic vinegar, and the lamb cubes","Add 1/2 cup of cilantro, cover pot, and place in oven for 75 to 90  minutes","From time to time, check stew, adding water as needed to keep it moist",Serve on lettuce if you prefer,Carefully peel back the husks from the corn and remove all the silk (be careful not to tear the husks),"stir to incorporate, then add carrots",-Preheat oven to 350 degrees F,"Turn dough out on a lightly floured surface and knead 10- 12 times, only","Adjust seasonings to taste, adding more water if the stew seems too  thick","When lamb is tender and dried fruits have softened almost enough to become part  of the sauce, remove from oven and stir in remaining cilantro",Add the remaining ingredients and stir,Mix flour and salt in a bowl,Raise heat and let the liquids bubble,In medium sauce pan mix ingredients for Sauce,Add the eggs and ½ teaspoon vanilla extract and beat until foamy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fried Green Tomatoes II,Spray chicken with cooking spray,"This recipe was from the back of Fannie Flagg's novel, \","Slice tomatoes about 1/4 inch thick, season with salt and pepper and then coat both sides with cornmeal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English Muffins,"Then place the dough in a large buttered bowl, cover with a towel and let rise for at least 1 hour, until doubled in bulk","Cook until bubbles appear and edges begin to brown, then turn them and cook the other side until lightly browned on the bottom",Combine first 4 ingredients in a small bowl,Roll it out with a rolling pin to a thickness of about 1/3\,Knead until elastic and shiny,Fold in nuts,Add the salt and the slightly beaten egg to the milk-and-butter mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English Pub Beef &amp; Kidney Stew in Yorkshire Pudding (Adopted,"In large bowl, combine all cake ingredients, beat on low speed until moistened, then beat 2 minutes at medium speed",Stir into dry ingredients until moistened,Beat until smooth,Serve with mashed potatoes and greens,Brown several pieces at a time in oil in   stock pot,"Might look kind of funny, but that is ok",Preheat oven to 200°C,remove,Set a large pot of water to boil,SELECT the basic cycle,Coat  steak and kidneys with flour,"Cover and cook on a slow simmer,for 2 hours or until tender",chill 30 minutes,Chill,"Stir in broth, wine, tomato paste and next 5  seasonings and diced carrots",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Famous Barr's French Onion Soup,Add onions,"Stir in pepper, paprika and bay leaf",Peel skin off and cut roots& tops off,Place all ingredients in given order in your bread maker,"Roll them in finely chopped parsley and serve them on cocktail sticks in Bloody Marys or with chilled tomato juice, or serve them any other way as the mood strikes",Spoon into prepared pans and bake and bake at 375ºF,Cut chicken into serving pieces and serve with potatoes,"Peel onions and slice 1/8 inch thick, preferably in a food processor",Stir into boiling soup,Leftover soup can be frozen,Break the bread into small chunks in a large bowl,Melt  butter in a 6-quart (or larger) stockpot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Easy Garlic Chicken Breasts,Season with salt and pepper and roast for 25-30 minutes or until chicken is  cooked through and the juices run clear when you prick it with a fork,"Shred cabbage, onion, and carrots","In a medium bowl, whisk together the lime juice, olive oil, and garlic",Bake at 350 degrees until cheese is melted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End of Summer Ratatouille,"Mix together in a small bowl:  parsley, red onion, garlic, 1 Tbsp salt,  1 tsp black pepper,  2 Tbsp olive oil","Transfer eggplant/onion and oil into decorative 9x13 or larger, baking dish","In Medium skillet, heat oil and saute eggplant and red onion until soft, stirring often","Pour vegetable oil into pan about 1/4-1/2 inch deep, and place on medium high heated burner",Mix in remaining strawberries,"Cook vegetables until crisp, drain","Bake at 350 degrees for 30 to 45 minutes, or until vegetables are bubbly",Remove from heat,mix well,Scatter tomatoes on top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
