Name,step-1,step-2,step-3,step-4,step-5,step-6,step-7,step-8,step-9,step-10,step-11,step-12,step-13,step-14,step-15,step-16,step-17,step-18,step-19,step-20,step-21,step-22,step-23,step-24,step-25,step-26,step-27,step-28,step-29,step-30,step-31,step-32,step-33,step-34,step-35,step-36,step-37,step-38,step-39,step-40,step-41,step-42,step-43,step-44,step-45
Lentil Dal,"Cover, reduce heat, and simmer 35 minutes or until lentils are tender",saute 1 minute,"Add onion, ginger, cumin, turmeric, red peppers, and garlic",bring to a boil,"Stir in lime  juice, cilantro, and salt",Saute 2 minutes,Add cauliflower and tomatoes,Stir in water and lentils,Serve 1 cup lentil mixture with 1 cup rice,Heat olive oil in large saucepan over medium-high heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Crepes II,Spoon in 2 Tbsp batter,Combine all ingredients in a blender,lift and tilt skillet to spread evenly,scrape down and blend 15 seconds more,Repeat with remaining batter,"To remove, invert pan over paper toweling",brown on one side only,Whirl one minute,Refrigerate at least one hour before making crepes,remove from heat,Heat a lightly greased 6 inch skillet,Return to heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maple Salmon,"Remove from refrigerator,  spoon out marinade into a saucepan and reduce over medium-low heat until you're left with about half the original volume (about 10 minutes)",Marinate the 2 salmon fillets in mixture of 1/3 cup maple syrup and 1/4 cup of soy sauce for at least 2 hours in the refrigerator,Sprinkle  sesame seeds over top and broil for another 4 minutes or until the surface is  caramelized and the salmon is no longer translucent in the centre,"Broil the fillets in a lightly oiled pan for about four minutes, skin side up",Flip the fillets over and brush the flesh side liberally with the reduced marinade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colcannon,Beat with a spoon or whisk until fluffy,garnish with parsley if desired,Yields 6 servings,"Add leeks with the milk, and cooked kale",Top with melted butter,"In a small pot, bring potatoes and water to a boil and simmer until tender",Set aside and cover to keep it warm,Drain the potatoes and puree them into the large pot,"In another small pot, simmer leeks in milk for 10 minutes",Drain kale and cool a bit before chopping it finely,"Season with mace, salt and pepper","In a large pot, simmer the kale along with olive oil and 2 cups water  for 10 minutes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Breasts in Phyllo,Season with salt and pepper to taste,"Add the onions, parsley and garlic and saute 1 minute",Add the vermouth or dry white wine,Brush one sheet of phyllo dough with melted butter and sprinkle with bread crumbs,"Bake for 35 minutes, or until browned","Fold up the sides of the phyllo over the chicken, envelope style",Place a second sheet of phyllo over the first,"In same skillet melt remaining butter with olive oil and saute chicken until lightly browned, about 1 minute per side",Remove from heat,saute the onion until golden,Put 1/4 of the mushroom mixture and 1/4 of the feta over the chicken,Melt 2 or 3 tablespoons butter in the same skillet,"Place on a baking sheet, seam side down, and brush with butter",Repeat with remaining chicken breasts,butter and sprinkle with bread crumbs,Preheat oven to 350 degrees Fahrenheit,Place a chicken breast in the lower half of the phyllo,Stir over medium heat until thickened,Stir in the flour and blend well,Remove mushroom mixture from skillet and set aside,"In a skillet, melt 2 or 3 tablespoons of the butter",,,,,,,,,,,,,,,,,,,,,,,,
Chicken Satay With Peanut Sauce,"In a small bowl or food processor, combine peanut butter, chicken stock,  coriander, rice wine vinegar, honey, sesame oil, soya sauce, garlic, ginger and sesame  seeds",Brush with half of the  peanut sauce that has been set aside,Bake approximately 5 minutes,Cut chicken into 1 inch (2.5 cm) cubes,Place skewers in prepared pan,Serve with remaining peanut sauce,Set 3 tablespoons (45 mL) aside,Turn over and brush with the remaining 1-1/2 tablespoons (20 mL) sauce,Preheat oven to 425 degrees Fahrenheit (220 degrees Celsius),Thread onto 10 small bamboo or barbecue skewers,Spray baking pan with vegetable spray,Bake 5 more minutes or just until chicken is done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy Hash Browns,Place potatoes in a single layer on a cookie sheet coated with cooking spray,Add diced potatoes and stir well to coat,"Combine olive oil, paprika, chili powder, salt, red peppers, and black pepper in a large bowl",Bake at 400 degrees Fahrenheit for 30 minutes or until browned,Preheat oven to 400 degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corn and Potato Chowder,"Season to taste with   salt and pepper If soup is too thick, thin with additional milk",Add potato and bell pepper and saute 1  minute,"Cook bacon in heavy large saucepan over medium heat until fat is   rendered, about 3 minutes",Simmer until heated through,"Reduce heat and simmer until vegetables are tender and soup thickens slightly, stirring occasionally, about 15 minutes","Add creamed corn, fresh or frozen corn kernels, and 1 tablespoon thyme (or 1 teaspoon dried thyme) to soup",Add 2 cups of milk and bring to a boil,"Add onion and cook until tender, stirring occasionally, for about 8 minutes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gray Girls' Easy Chicken Fingers,Bake for 15-20 minutes at 400F,Dip chicken in the salad dressing and then in the smashed crackers!,Cut chicken into strips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greek Mushroom Salad,Do not overcook,Remove from heat and let cool,"Sprinkle in garlic and basil, then toss the mixture for a minute or two so that mushrooms are well coated","Add the tomato, lemon juice, water, salt, and pepper",Stir together and cook until the tomato softens,Garnish with chopped herbs,"Heat the oil on low in a frying pan, then gently fry the mushrooms for 2-3 minutes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baked Creamed Potatoes,"Press mixture though a sieve, spoon mixture evenly into a greased casserole dish",Sprinkle with grated cheeses,season with salt and pepper,Bake in a moderate oven 20 - 30 minutes or until golden on top,"Mash until smooth, mix with mayonnaise, sour cream, milk, lightly beaten eggs, mustard and parsley","Peel and chop potatoes, cook in boiling salted water until tender, drain well",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grilled Bell Peppers,bell peppers,Turn peppers and grill until inner side is done,Cut into strips lengthwise,Try this with different color peppers,Brush both sides of the strips with good olive oil,Season LIGHTLY with salt and freshly ground black pepper,"Place  skin side down on hot grill, until skin blisters and peppers soften",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garlic Cauliflower,"Saute next 4 ingredients 2-3 minutes, stirring frequently","Add stock, cover skillet and cook another 3-4 minutes or until cauliflower is tender",Heat oil in a heavy nonstick skillet over medium high heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
German Potato-Cheese Soup,stirring  occasionally,Add instant mashed potatoes and stir well,Let soup sit for 15 minutes before serving,Serves 12,Peel and prepare vegetables,Reduce heat and simmer for 15 minutes or until vegetables are tender,stirring  constantly,Refrigerate any unused portion,"In a large cooking pot, add water, chicken broth,  chicken soup base, black pepper, carrots, potatoes, onions and bring to boil","Reduce heat to  medium and add processed cheese, sharp cheddar cheese and Swiss cheese and  simmer for 5 minutes or until cheese melts and soup is creamy","This soup is very rich, but good","Add celery, sweet red pepper and simmer for 5 minutes more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden Baked Fish,Beat egg white with salt if desired until stiff peaks form,Garnish with dill and lemon if desired,sprinkle with pepper,Place fish in a greased 13-in X 9-in x 2 baking dish,"Fold in mayonnaise, dill and onion juice, spoon over fish",Bake uncovered at 425 degrees for 15 to 20 minutes or until topping is puffed and golden and fish flakes easily with a fork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greek Low-Fat Red Pepper Feta Dip,(Dip can be refrigerated in airtight container for up to 5 days,"In blender or food processor, puree together peppers, feta cheese, vinegar, sugar and cayenne",peel and seed,Let cool,Place peppers on greased grill over medium-high heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corn Dogs,place in a tall narrow glass,"Combine cornmeal, flour, baking powder, salt and egg",Pat hot dogs dry,"Fry until golden brown, about 5-6 minutes",mix well,Drain on paper towel,"Meanwhile, heat oil to 375 degrees F",Stir in milk to make a thick batter,Let stand 4 minutes to thicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fried Green Tomatoes,Remove each batch to oven proof platter and  keep in oven until all tomatoes are cooked,Or add 1/2 cup light cream or dairy half and half to skillet,"Sprinkle sliced tomatoes with sugar, let stand about 15 minutes","Combine flour, salt and pepper and coat tomato slices","For  crisp slices, serve as is",Add more butter if needed,"Heat, stirring into drippings, and pour over tomatoes",Brown  tomatoes  slowly on both sides,Melt 2 tbsp  butter in skillet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corn, Onion and Corn Rolls",Remove toothpicks and cut each roll in half before serving,"Mix 1 can reduced cream, 1 pkt onion soup mix, and spread about 1 Tbsp over each slice of bread",Bake in pre-heated oven 200 C for 15-20 minutes or until golden brown,Roll up and secure with a toothpick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacon and Potato Pie,Blend with bacon mixture,Melt dripping in shallow pan,Add flour,"Beat eggs and season, add milk","Cheers, Doreen Doreen Randal,  Wanganui",When cooked cut into squares and serve,Pour mixture in,Bake at 400 F for 3/4 hour,"Trim bacon, chop finely",Peel potatoes and grate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragrant Lamb Stew with Dried Fruits,Heat olive oil in bottom of 4 to 5 quart  heavy-bottomed Dutch oven,"Stir to mix in well, then add water and wine","Lower heat, then add the tomatoes, balsamic vinegar, and the lamb cubes","Add 1/2 cup of cilantro, cover pot, and place in oven for 75 to 90  minutes","From time to time, check stew, adding water as needed to keep it moist",Cook 2 to  3 minutes,"Add curry, salt, pepper, cinnamon, ginger, cloves, lemon zest,  cayenne or pepper flakes, and rosemary","stir to incorporate, then add carrots",-Preheat oven to 350 degrees F,"Add dried fruits, the lemon juice, and the almonds","Adjust seasonings to taste, adding more water if the stew seems too  thick","When lamb is tender and dried fruits have softened almost enough to become part  of the sauce, remove from oven and stir in remaining cilantro","Add onions to pot, scraping up brown bits and stirring",Let stew rest 5  minutes and serve,Raise heat and let the liquids bubble,"Brown cubes of lamb in oil, in batches, remove lamb  to plate","When  softened, add crushed garlic",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fried Green Tomatoes II,"In a large skillet, heat enough bacon drippings to coat the bottom of the pan, and fry tomatoes until lightly browned on both sides","This recipe was from the back of Fannie Flagg's novel, \","Slice tomatoes about 1/4 inch thick, season with salt and pepper and then coat both sides with cornmeal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English Muffins,"Then place the dough in a large buttered bowl, cover with a towel and let rise for at least 1 hour, until doubled in bulk","Turn the dough out onto a lightly floured work surface and knead, adding more flour if necessary","Meanwhile, pour the cornmeal onto a platter and set aside",Roll it out with a rolling pin to a thickness of about 1/3\,Knead until elastic and shiny,"Since you cook these on top of the stove, there is no need to preheat the oven",Add the salt and the slightly beaten egg to the milk-and-butter mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English Pub Beef &amp; Kidney Stew in Yorkshire Pudding (Adopted,Beat 2 eggs in bowl,Make Yorkshire Pudding first and let rest in fridge while stew is cooking,Beat until smooth,Serve with mashed potatoes and greens,Brown several pieces at a time in oil in   stock pot,Add mushrooms,Preheat oven to 200°C,remove,Cok for several minutes longer,Heat 2 tbs oil in a 6-8 cup casserole,Coat  steak and kidneys with flour,"Cover and cook on a slow simmer,for 2 hours or until tender",For the Stew,"Mix in 1 cup of milk, sift in 1 cup of flour and 1/2 tsp salt","Stir in broth, wine, tomato paste and next 5  seasonings and diced carrots",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Famous Barr's French Onion Soup,Add onions,"Stir in pepper, paprika and bay leaf",Top with a slice of bread and a sprinkling of grated cheese,Pour in 6 cans broth and wine,"If desired, pour into  ovenproof crocks or bowls","Adjust color to a rich brown with caramel coloring, season with salt",Reduce heat and simmer slowly for 2 hours,"Peel onions and slice 1/8 inch thick, preferably in a food processor",Stir into boiling soup,Leftover soup can be frozen,Dissolve flour in remaining 1 can broth,Melt  butter in a 6-quart (or larger) stockpot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Easy Garlic Chicken Breasts,Season with salt and pepper and roast for 25-30 minutes or until chicken is  cooked through and the juices run clear when you prick it with a fork,Remove chicken from  marinade and discard marinade,"In a medium bowl, whisk together the lime juice, olive oil, and garlic","Season with salt  and pepper generously, and add chicken, making sure it is well-coated with the  marinade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End of Summer Ratatouille,"Mix together in a small bowl:  parsley, red onion, garlic, 1 Tbsp salt,  1 tsp black pepper,  2 Tbsp olive oil","Transfer eggplant/onion and oil into decorative 9x13 or larger, baking dish","In Medium skillet, heat oil and saute eggplant and red onion until soft, stirring often","While baking, prepare topping: Combine 1/2 cup chopped fresh basil leaves with your choice of cheese: 11 oz log montrachet or chevre cheese, crumbled or 1 cup grated Parmesan cheese",Serve at once,"Remove foil and top with basil and cheese mixture, return to oven for a scant 5 minutes","Bake at 350 degrees for 30 to 45 minutes, or until vegetables are bubbly","Toss remaining vegetables, except the tomatoes, with the parsley garlic mixture and fold into the eggplant mixture",Cover with foil,Scatter tomatoes on top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
